"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","PRICE_TYPE","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:ANEA(6.0.1)","HRV.B1GQ.Q.XDC.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29211404613.662","30995923735.119","32907749428.933","33648725947.982","33363151063.752","34345780307.887","35414358229.342","37469569717.856","39556015012.566","41205692681.717","42988694491.01","45167824799.888","47448473091.786","48384569823.832","45088461935.742","44486058958.896","44436720923.855","43442478821.194","43384419788.489","43142467933.414","44143367571.418","45673580315.949","47173483828.756","48546739764.674","50052429916.761","45892640544.383","51689899402.327","55460395116.646","57546618468.198","59748862580.895","61781883020.818"
"IMF.STA:ANEA(6.0.1)","FIN.B1GQ.Q.XDC.A","OBS_VALUE","Finland","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92174167066.411","93362646389.711","96244485350.343","99231768341.162","102433513766.26","106059716092.54","108981766759.6","112862643226.58","118766615323.6","124804626442.05","125667837740.03","118277819692.14","114361199486.11","113469393196.9","117967742755.91","122962930287.67","127466641407.55","135621575471.03","143018742266.72","149296236436.78","157886350523.15","162054964089.46","164789360126.53","168104591923.1","174837818766","179693605715.48","186916521783.32","196847026083.94","198391155610.76","182369024583.12","188147000000","192644455965.54","189710788583.29","187852114152.87","186954052709.32","187826199942.06","192656966274.2","199021139011.45","201395416877.62","204113728232.12","199029181352.74","204355892064.16","205915212680.06","203259452868.9","204020794510.59","204374657527.16"
"IMF.STA:ANEA(6.0.1)","DNK.B1GQ.V.XDC.A","OBS_VALUE","Denmark","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035595130000","1087146990000","1144172600000","1185217921000","1240980316000","1325982579000","1372276534000","1411479278000","1438893296000","1509674257000","1590078561000","1685240766000","1743144366000","1809720846000","1729529013000","1812895797000","1848531108000","1892937992000","1935555208000","1980261218000","2030205915000","2101520255000","2189589424000","2243542220000","2303636685000","2326592274000","2553260513000","2831269594000","2787929906000","2926877807000","3062770642000"
"IMF.STA:ANEA(6.0.1)","TUR.B1GQ.Q.XDC.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","645967844999.64","692204920470.89","743136406864.23","757319688873.38","734200458392.94","785486466568.79","742603551398.16","790393868727.37","836229546683.37","919228719921.01","1002984956340.6","1073872182372.7","1128727562503.9","1139113190689.9","1083493779304.7","1176047969000","1305177593804.6","1367925664745.6","1484038708480.6","1552316280325.1","1642437147184.6","1697026257802.2","1829833110012.7","1893294524240.4","1917938092656.5","1952519715169.7","2183133663574.4","2301922879966.3","2418057736610.6","2498521584614","2588583922019.6"
"IMF.STA:ANEA(6.0.1)","EST.B1GQ.Q.XDC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7781550634.8382","8166193922.4486","9231883456.4621","9632531876.296","9591590968.2662","10559155832.022","11180112932.695","11955230239.437","12863385784.96","13738185981.413","15046480652.447","16515404114.625","17765772345.746","16855220882.891","14389264946.086","14741765551","15863168057.929","16445666686.319","16734533624.265","17290587067.853","17608414870.581","18153046518.07","19175911222.429","19885361392.22","20626419409.092","20031592752.623","21685177489.154","21419280172.379","20831487881.382","20812731145.491","20934341098.949"
"IMF.STA:ANEA(6.0.1)","LUX.B1GQ.Q.XDC.A","OBS_VALUE","Luxembourg","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24026860505.718","24362774021.833","25683169580.453","27397314405.715","29637356842.281","31693624594.141","32667974209.636","33721610741.513","34604864324.716","36068884619.153","36964296592.164","39188300301.75","42361973637.207","42233924252.528","40865987377.734","42402715000","42845520264.373","43552347850.798","44933691268.747","46112341725.135","47158337781.664","49505969643.272","50158022198.549","50966218476.439","52367443505.23","52100342172.648","55710756820.2","55099379431.168","55154169269.439","55351959331.35","55705037786.782"
"IMF.STA:ANEA(6.0.1)","DEU.B1GQ.Q.XDC.A","OBS_VALUE","Germany","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2062723800653.2","2104259083699.1","2083783946676.6","2137896808807.6","2170072024128.8","2192594671463","2233252445245.9","2280052758440.3","2328608081684.2","2395591031639","2434786295634.7","2429228756747.5","2416358668923.7","2444438855145.1","2466084001692.8","2561439638131.1","2635442636760.4","2658842793357.6","2511421805099.9","2615260000000","2713540656013","2726118243574.6","2736940812610.2","2796611213628.4","2843119026560.6","2906299447677.8","2987614995243.7","3021545220614.3","3051087916623","2925019574650.8","3039387838324.4","3094378209718.4","3067468024545.7","3052257926148.1","3058985474560.5"
"IMF.STA:ANEA(6.0.1)","BIH.B1GQ.V.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11819602087","12678173222","13982386790","14728006044","15998147500","17650336898","20057215084","22547858031","25519328384","24798519493","25364953262","26231262279","26222709710","26778755011","27358710492","28928937138","30265105385","31802726645","33941776942","35784879370","34727501096","39145338785","45617937982","49920183221","53752187103","56550734069"
"IMF.STA:ANEA(6.0.1)","LTU.B1GQ.V.XDC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7814274347","9766394841","11779943125","13078494219","12769098096","13381480808","14204092060","15206356886","16674353931","18312795665","20985976061","23999594101","29034063822","32683096072","26973457009","27663433553","31066437105","33240431144","34874027039","36410128985","37440713515","38820695843","42274551382","45947404769","49239233201","50264607038","56709122752","67081124662","74316974960","78996194657","84258027666"
"IMF.STA:ANEA(6.0.1)","SWE.B1GQ.Q.XDC.A","OBS_VALUE","Sweden","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2245694347563.7","2335876174471","2431516053282.7","2472966590189.9","2548762814978.5","2656978996935.1","2768601854320.6","2896819166322","2936239267714.2","3003118831587.8","3059608328576.6","3187487234658.8","3276518146385.6","3429730588655","3540334877729.3","3507653577376.2","3358381386205.3","3551514000000","3663879842658.6","3648696808769.9","3690206818004.5","3774925567177","3940578615168.3","4024559404898.2","4100334688726.4","4172921083113.3","4281760468049.7","4198959910844.9","4418391857917.8","4473861948957","4464732527884.9","4553588373183.1","4622274723115.3"
"IMF.STA:ANEA(6.0.1)","BGR.B1GQ.Q.XDC.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27227964244.772","28645310261.693","24601916679.698","25534111470.407","23390245067.655","24463208361.475","25398608604.075","26889997464.339","28298267726.167","30140604979.122","32267431306.164","34462453208.257","36755717567.805","39008680910.171","37703004544.53","38289423000","39089739323.719","39382448981.812","39168699400.806","39540586527.963","40883999117.369","42121405764.337","43278028977.012","44286472203.832","45966399654.412","44526164133.966","48011749340.296","49972483878.344","50812776570.962","52533850851.879","54160491353.972"
"IMF.STA:ANEA(6.0.1)","ESP.B1GQ.V.XDC.A","OBS_VALUE","Spain","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460259000000","488946000000","518971000000","555559000000","595242000000","647569000000","700958000000","749744000000","802683000000","860059000000","928122000000","1004976000000","1077541000000","1112432000000","1072990000000","1077145000000","1068690000000","1035964000000","1025652000000","1038949000000","1087112000000","1122967000000","1170024000000","1212276000000","1253710000000","1129214000000","1235474000000","1375863000000","1497761000000","1594330000000","1687152000000"
"IMF.STA:ANEA(6.0.1)","BIH.B1GQ.Q.XDC.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17851682450.788","18284284683.323","19203516650.621","19946142991.117","21207789912.436","22034295629.834","23227236371.017","24588147560.076","25926199913.387","25147260506.798","25364953262","25608332072.341","25397873029.625","25994687100.373","26294626214.251","27421122249.575","28310185854.913","29228596282.831","30347760423.664","31223551959.952","30282132688.822","32520479724.951","33895059676.31","34571060835.27","35686599869.972","36446231830.893"
"IMF.STA:ANEA(6.0.1)","LTU.B1GQ.Q.XDC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14664184344.245","15401344439.929","16679753129.837","17924552564.231","17727919388.679","18333969627.412","19522767049.036","20834665826.931","23033118411.363","24530739820.013","26427320761.165","28381748234.672","31525858142.149","32345360385.86","27545758274.438","27663433553","29412768567.186","30701902213.739","31944382226.055","33149497666.462","34088558727.155","34999378458.41","36613635019.484","38414428545.514","40211206552.099","40228422973.924","42800956990.529","43856137973.591","44180470421.23","45519225345.599","46848421269.882"
"IMF.STA:ANEA(6.0.1)","G163.B1GQ.V.XDC.A","OBS_VALUE","Euro Area (EA)","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5744018480060.2","5987409957682.4","6132692461171.4","6381157613835.6","6682072026960.5","7036943899628","7368518390082.8","7619737507640.6","7844564234287","8180124318724.7","8482932631996.3","8940638463322.9","9436179885247.8","9671413439931.2","9335494753272.8","9599073459457.3","9875054480157.4","9906383492066.4","10012297201800","10254051986411","10616222257569","10904868461309","11318040747681","11694023923202","12084516284856","11565084573152","12560299721508","13690696376542","14591558350194","15162634302448","15742945303444"
